Order_ID,Order_Date,Customer_ID,Segment,Region,Category,Sub_Category,Product_ID,Quantity,Price,Discount,Sales,Profit
ORD-10059,2023-11-03,CUST-7316,Consumer,Central,Furniture,Chairs,PROD-248,6,374.21,0.1,2020.73,107.18
ORD-10060,2023-06-16,CUST-7190,Consumer,East,Office Supplies,Paper,PROD-625,5,1489.8,0.3,5214.3,982.71
ORD-10061,2023-04-16,CUST-9120,Home Office,South,Technology,Machines,PROD-429,6,1493.96,0.1,8067.38,1178.24
ORD-10062,2022-11-12,CUST-1539,Consumer,East,Office Supplies,Paper,PROD-839,4,452.2,0.1,1627.92,239.41
ORD-10063,2023-04-06,CUST-3779,Consumer,East,Technology,Accessories,PROD-657,9,96.86,0.0,871.74,133.2
ORD-10064,2023-03-26,CUST-1009,Corporate,West,Technology,Phones,PROD-350,3,1413.77,0.3,2968.92,579.8
ORD-10065,2022-08-12,CUST-8449,Home Office,East,Furniture,Chairs,PROD-953,1,88.23,0.1,79.41,20.06
ORD-10066,2023-05-26,CUST-1384,Consumer,South,Technology,Machines,PROD-922,1,875.17,0.1,787.65,46.63
ORD-10067,2022-01-23,CUST-8140,Consumer,East,Office Supplies,Paper,PROD-813,5,824.8,0.1,3711.6,1032.91
ORD-10068,2023-11-16,CUST-1716,Corporate,East,Office Supplies,Pens,PROD-980,9,408.65,0.1,3310.06,373.58
ORD-10069,2022-11-02,CUST-5363,Consumer,West,Office Supplies,Pens,PROD-335,2,214.66,0.1,386.39,93.92
ORD-10070,2022-10-30,CUST-2252,Consumer,West,Furniture,Tables,PROD-677,9,1321.15,0.0,11890.35,992.89
ORD-10071,2022-12-01,CUST-8002,Home Office,Central,Technology,Machines,PROD-407,2,1359.57,0.1,2447.23,494.39
ORD-10072,2022-05-13,CUST-5892,Corporate,South,Furniture,Tables,PROD-500,7,703.82,0.1,4434.07,1177.65
ORD-10073,2022-02-22,CUST-6569,Consumer,West,Office Supplies,Paper,PROD-846,8,424.45,0.0,3395.6,1001.73
ORD-10074,2022-04-05,CUST-7090,Corporate,South,Technology,Machines,PROD-619,9,160.0,0.2,1152.0,94.48
ORD-10075,2023-02-07,CUST-8956,Consumer,West,Furniture,Bookcases,PROD-703,2,1317.76,0.0,2635.52,258.47
ORD-10076,2023-06-08,CUST-3393,Corporate,West,Office Supplies,Paper,PROD-177,6,96.12,0.0,576.72,105.89
ORD-10077,2022-08-27,CUST-7493,Home Office,Central,Office Supplies,Paper,PROD-147,9,516.3,0.2,3717.36,769.4
ORD-10078,2022-09-10,CUST-6811,Home Office,Central,Furniture,Chairs,PROD-738,1,451.47,0.3,316.03,74.92
ORD-10079,2022-12-31,CUST-7809,Corporate,Central,Office Supplies,Binders,PROD-411,7,946.47,0.1,5962.76,987.63
ORD-10080,2023-05-23,CUST-9172,Corporate,West,Technology,Machines,PROD-905,7,1046.39,0.1,6592.26,1565.03
ORD-10081,2023-12-15,CUST-2062,Consumer,East,Technology,Machines,PROD-330,9,401.58,0.2,2891.38,417.29
ORD-10082,2022-01-25,CUST-8561,Home Office,East,Office Supplies,Binders,PROD-208,9,826.24,0.0,7436.16,1009.32
ORD-10083,2023-01-04,CUST-7891,Home Office,West,Office Supplies,Pens,PROD-524,6,897.09,0.1,4844.29,917.68
ORD-10084,2023-01-12,CUST-2460,Corporate,East,Furniture,Tables,PROD-809,2,1354.49,0.2,2167.18,301.29
ORD-10085,2022-08-31,CUST-3590,Consumer,South,Office Supplies,Pens,PROD-322,8,757.32,0.2,4846.85,1262.98
ORD-10086,2023-08-29,CUST-3551,Corporate,Central,Office Supplies,Binders,PROD-673,4,885.2,0.2,2832.64,720.25
ORD-10087,2022-10-27,CUST-7469,Corporate,West,Furniture,Tables,PROD-935,8,857.31,0.1,6172.63,740.68
ORD-10088,2023-07-04,CUST-2828,Corporate,Central,Technology,Phones,PROD-610,1,1117.56,0.1,1005.8,243.35
ORD-10089,2022-09-18,CUST-7038,Corporate,South,Furniture,Bookcases,PROD-997,6,911.13,0.1,4920.1,804.77
ORD-10090,2023-07-04,CUST-4490,Corporate,Central,Furniture,Tables,PROD-916,5,177.41,0.0,887.05,212.94
ORD-10091,2023-04-04,CUST-6256,Corporate,South,Furniture,Tables,PROD-646,2,1131.66,0.1,2036.99,576.95
ORD-10092,2022-09-27,CUST-7941,Home Office,East,Furniture,Tables,PROD-264,8,119.74,0.2,766.34,190.68
ORD-10093,2022-03-30,CUST-7943,Home Office,East,Furniture,Bookcases,PROD-521,4,1014.54,0.0,4058.16,1092.86
ORD-10094,2023-05-18,CUST-5033,Corporate,East,Furniture,Bookcases,PROD-715,1,686.18,0.0,686.18,95.27
ORD-10095,2023-07-08,CUST-6567,Home Office,Central,Technology,Machines,PROD-768,6,219.5,0.2,1053.6,218.02
ORD-10096,2022-04-07,CUST-1950,Consumer,West,Furniture,Tables,PROD-295,4,1346.14,0.0,5384.56,473.4
ORD-10097,2022-06-08,CUST-7371,Consumer,South,Office Supplies,Binders,PROD-795,1,1155.57,0.1,1040.01,265.53
ORD-10098,2023-02-15,CUST-1094,Home Office,Central,Technology,Phones,PROD-391,4,832.8,0.3,2331.84,566.57
ORD-10099,2023-07-04,CUST-7166,Home Office,West,Office Supplies,Pens,PROD-401,4,918.59,0.2,2939.49,851.77
ORD-10100,2023-09-08,CUST-1827,Home Office,South,Technology,Accessories,PROD-455,2,900.03,0.0,1800.06,205.21
ORD-10101,2022-02-20,CUST-8196,Corporate,South,Furniture,Chairs,PROD-396,1,1075.5,0.3,752.85,108.12
ORD-10102,2023-02-24,CUST-4030,Consumer,East,Office Supplies,Pens,PROD-930,5,703.72,0.0,3518.6,321.53
ORD-10103,2022-05-17,CUST-9393,Consumer,East,Office Supplies,Pens,PROD-765,5,379.72,0.2,1518.88,96.74
ORD-10104,2023-01-21,CUST-9070,Corporate,Central,Furniture,Bookcases,PROD-517,9,627.34,0.1,5081.45,1422.62
ORD-10105,2022-06-29,CUST-4572,Consumer,East,Technology,Phones,PROD-384,3,901.25,0.1,2433.38,228.97
ORD-10106,2022-03-25,CUST-4432,Consumer,South,Technology,Machines,PROD-729,2,966.78,0.0,1933.56,345.71
ORD-10107,2022-05-21,CUST-3482,Home Office,South,Office Supplies,Pens,PROD-822,1,1495.47,0.2,1196.38,237.9
ORD-10108,2023-08-13,CUST-6490,Home Office,West,Office Supplies,Binders,PROD-293,8,326.5,0.2,2089.6,138.81
ORD-10109,2022-09-21,CUST-9038,Home Office,South,Office Supplies,Paper,PROD-877,6,631.11,0.2,3029.33,269.03
ORD-10110,2022-06-27,CUST-4462,Consumer,South,Office Supplies,Pens,PROD-932,1,983.8,0.2,787.04,231.97
ORD-10111,2022-11-24,CUST-8221,Consumer,Central,Furniture,Bookcases,PROD-328,7,418.14,0.2,2341.58,413.0
ORD-10112,2022-03-29,CUST-3538,Consumer,West,Technology,Machines,PROD-568,8,996.48,0.1,7174.66,1803.2
ORD-10113,2023-11-04,CUST-3198,Consumer,Central,Office Supplies,Pens,PROD-723,2,519.79,0.2,831.66,173.24
ORD-10114,2023-12-10,CUST-7035,Home Office,West,Furniture,Bookcases,PROD-485,2,895.41,0.1,1611.74,447.51
ORD-10115,2022-09-13,CUST-8083,Home Office,South,Technology,Machines,PROD-605,4,99.63,0.0,398.52,54.32
ORD-10116,2022-05-08,CUST-5831,Consumer,West,Office Supplies,Paper,PROD-214,8,1309.28,0.2,8379.39,2292.92
ORD-10117,2022-07-20,CUST-6877,Corporate,Central,Furniture,Tables,PROD-593,2,1125.45,0.0,2250.9,339.07
ORD-10118,2022-05-26,CUST-6475,Consumer,West,Office Supplies,Binders,PROD-133,2,1355.83,0.2,2169.33,478.98
ORD-10119,2022-01-27,CUST-8992,Home Office,West,Furniture,Chairs,PROD-830,7,994.56,0.0,6961.92,367.23
ORD-10120,2023-04-21,CUST-3681,Corporate,South,Office Supplies,Paper,PROD-229,7,1014.3,0.1,6390.09,1780.3
ORD-10121,2022-01-29,CUST-9340,Home Office,South,Office Supplies,Pens,PROD-110,5,317.34,0.3,1110.69,269.62
ORD-10122,2023-09-15,CUST-3711,Corporate,West,Furniture,Bookcases,PROD-168,3,480.83,0.1,1298.24,219.42
ORD-10123,2023-05-06,CUST-8101,Home Office,East,Furniture,Tables,PROD-581,4,95.22,0.2,304.7,60.57
ORD-10124,2023-10-03,CUST-2240,Consumer,Central,Furniture,Tables,PROD-715,9,737.64,0.0,6638.76,915.39
ORD-10125,2022-06-21,CUST-4549,Corporate,West,Office Supplies,Paper,PROD-623,3,407.28,0.1,1099.66,274.75
ORD-10126,2023-07-23,CUST-8982,Corporate,South,Technology,Phones,PROD-315,1,182.79,0.0,182.79,45.24
ORD-10127,2023-12-11,CUST-6319,Consumer,West,Technology,Machines,PROD-188,7,1219.51,0.0,8536.57,1904.25
ORD-10128,2022-03-27,CUST-1390,Corporate,Central,Technology,Machines,PROD-728,7,1482.12,0.0,10374.84,987.1
ORD-10129,2023-04-22,CUST-7737,Home Office,West,Technology,Phones,PROD-471,8,329.27,0.1,2370.74,368.51
ORD-10130,2022-06-01,CUST-8138,Consumer,West,Technology,Machines,PROD-230,7,512.7,0.0,3588.9,762.79
ORD-10131,2023-06-11,CUST-7640,Consumer,West,Furniture,Bookcases,PROD-496,7,542.82,0.2,3039.79,201.66
ORD-10132,2023-06-30,CUST-5346,Home Office,East,Office Supplies,Paper,PROD-240,2,1334.67,0.2,2135.47,353.39
ORD-10133,2023-04-22,CUST-9436,Consumer,South,Office Supplies,Pens,PROD-539,4,151.54,0.0,606.16,146.57
ORD-10134,2023-01-24,CUST-4760,Home Office,East,Technology,Phones,PROD-241,9,1164.0,0.2,8380.8,1301.87
ORD-10135,2023-08-08,CUST-5494,Consumer,East,Office Supplies,Binders,PROD-443,5,479.65,0.0,2398.25,286.15
ORD-10136,2023-03-16,CUST-8486,Corporate,South,Technology,Accessories,PROD-110,5,1207.08,0.2,4828.32,951.85
ORD-10137,2023-08-07,CUST-8827,Consumer,Central,Office Supplies,Paper,PROD-409,7,1484.32,0.3,7273.17,481.82
ORD-10138,2023-05-21,CUST-7402,Corporate,East,Furniture,Bookcases,PROD-872,2,793.4,0.0,1586.8,166.81
ORD-10139,2023-07-27,CUST-8657,Home Office,West,Office Supplies,Pens,PROD-949,9,363.67,0.2,2618.42,521.9
ORD-10140,2022-03-30,CUST-5675,Corporate,East,Office Supplies,Paper,PROD-709,3,273.15,0.1,737.5,151.73
ORD-10141,2022-11-28,CUST-1954,Corporate,South,Technology,Phones,PROD-223,9,617.2,0.2,4443.84,1283.88
ORD-10142,2023-03-30,CUST-9228,Consumer,South,Technology,Accessories,PROD-692,5,426.64,0.3,1493.24,259.78
ORD-10143,2022-02-09,CUST-7183,Home Office,East,Office Supplies,Paper,PROD-848,3,746.85,0.1,2016.5,388.84
ORD-10144,2023-07-25,CUST-2704,Consumer,Central,Furniture,Tables,PROD-656,8,805.83,0.3,4512.65,1185.23
ORD-10145,2023-07-11,CUST-3808,Home Office,Central,Furniture,Chairs,PROD-634,6,1036.2,0.3,4352.04,390.17
ORD-10146,2022-03-23,CUST-3403,Corporate,West,Office Supplies,Binders,PROD-688,5,1238.92,0.1,5575.14,1545.29
ORD-10147,2022-08-11,CUST-8009,Consumer,Central,Furniture,Bookcases,PROD-425,1,330.04,0.0,330.04,68.63
ORD-10148,2023-02-16,CUST-1571,Home Office,West,Technology,Accessories,PROD-136,9,76.72,0.3,483.34,125.68
ORD-10149,2022-07-11,CUST-2040,Corporate,East,Furniture,Tables,PROD-985,4,1408.98,0.1,5072.33,1454.87
ORD-10150,2023-11-18,CUST-9476,Home Office,Central,Furniture,Tables,PROD-480,2,950.33,0.1,1710.59,508.96
ORD-10151,2023-04-04,CUST-4356,Consumer,Central,Technology,Phones,PROD-496,6,82.08,0.2,393.98,67.83
ORD-10152,2022-03-25,CUST-4093,Home Office,Central,Furniture,Bookcases,PROD-806,4,814.18,0.3,2279.7,160.94
ORD-10153,2022-03-25,CUST-2682,Consumer,East,Furniture,Tables,PROD-486,5,269.03,0.2,1076.12,166.73
ORD-10154,2022-06-12,CUST-4056,Consumer,South,Technology,Phones,PROD-623,6,515.08,0.2,2472.38,584.62
ORD-10155,2023-10-19,CUST-4676,Consumer,South,Office Supplies,Pens,PROD-690,8,733.72,0.3,4108.83,396.01
ORD-10156,2023-11-24,CUST-6655,Corporate,Central,Technology,Accessories,PROD-657,7,819.01,0.2,4586.46,1142.94
ORD-10157,2023-06-05,CUST-6797,Consumer,South,Technology,Phones,PROD-930,7,51.79,0.0,362.53,73.17
ORD-10158,2022-03-05,CUST-4788,Consumer,South,Office Supplies,Binders,PROD-888,2,522.59,0.3,731.63,115.83
ORD-10159,2023-12-30,CUST-3043,Corporate,East,Office Supplies,Binders,PROD-491,6,619.12,0.3,2600.3,557.1
ORD-10160,2022-02-15,CUST-6791,Home Office,South,Technology,Accessories,PROD-409,9,1136.28,0.0,10226.52,774.13
ORD-10161,2022-08-13,CUST-2949,Consumer,East,Office Supplies,Paper,PROD-215,2,861.49,0.3,1206.09,82.14
ORD-10162,2022-05-02,CUST-4041,Corporate,Central,Office Supplies,Binders,PROD-527,6,517.04,0.2,2481.79,248.71
ORD-10163,2022-12-25,CUST-1552,Corporate,South,Furniture,Bookcases,PROD-363,6,230.12,0.0,1380.72,392.2
ORD-10164,2023-01-25,CUST-1021,Corporate,Central,Office Supplies,Binders,PROD-614,7,1185.96,0.2,6641.38,1817.77
ORD-10165,2023-06-08,CUST-2560,Consumer,Central,Technology,Phones,PROD-221,2,287.8,0.1,518.04,102.74
ORD-10166,2023-11-26,CUST-1306,Corporate,West,Technology,Machines,PROD-822,8,731.76,0.0,5854.08,1448.44
ORD-10167,2023-12-15,CUST-9946,Home Office,East,Office Supplies,Paper,PROD-192,9,1494.68,0.2,10761.7,2287.74
ORD-10168,2023-12-26,CUST-1158,Corporate,East,Office Supplies,Pens,PROD-123,7,345.19,0.3,1691.43,158.23
ORD-10169,2023-08-31,CUST-7563,Corporate,East,Furniture,Tables,PROD-965,8,1482.09,0.1,10671.05,2846.59
ORD-10170,2023-01-06,CUST-5732,Home Office,East,Office Supplies,Pens,PROD-629,6,1356.02,0.2,6508.9,775.91
ORD-10171,2023-08-22,CUST-1525,Corporate,West,Furniture,Bookcases,PROD-474,8,391.9,0.3,2194.64,608.48
ORD-10172,2023-01-16,CUST-2646,Corporate,South,Furniture,Chairs,PROD-330,9,150.24,0.1,1216.94,90.48
ORD-10173,2022-01-28,CUST-3113,Home Office,East,Furniture,Tables,PROD-360,1,188.13,0.2,150.5,19.27
ORD-10174,2022-10-30,CUST-7430,Home Office,West,Technology,Phones,PROD-806,8,1171.54,0.3,6560.62,1918.69
ORD-10175,2023-11-14,CUST-8115,Consumer,East,Office Supplies,Binders,PROD-675,9,529.79,0.0,4768.11,774.14
ORD-10176,2023-05-12,CUST-3203,Home Office,Central,Office Supplies,Paper,PROD-719,5,928.03,0.3,3248.1,547.82
ORD-10177,2022-01-20,CUST-1281,Consumer,East,Technology,Phones,PROD-218,2,99.57,0.0,199.14,36.4
ORD-10178,2022-07-25,CUST-5585,Consumer,West,Technology,Accessories,PROD-315,5,311.02,0.0,1555.1,274.96
ORD-10179,2022-02-08,CUST-6342,Home Office,Central,Technology,Machines,PROD-277,9,75.2,0.1,609.12,178.64
ORD-10180,2023-01-10,CUST-8175,Corporate,East,Technology,Accessories,PROD-228,4,252.49,0.3,706.97,201.45
ORD-10181,2022-07-12,CUST-6238,Corporate,Central,Technology,Phones,PROD-513,5,693.44,0.2,2773.76,261.53
ORD-10182,2023-08-11,CUST-1986,Consumer,West,Office Supplies,Binders,PROD-900,8,945.88,0.2,6053.63,1166.25
ORD-10183,2023-08-25,CUST-9125,Corporate,West,Furniture,Bookcases,PROD-803,5,1414.27,0.3,4949.94,1053.39
ORD-10184,2023-08-08,CUST-4828,Consumer,Central,Office Supplies,Pens,PROD-588,9,1466.9,0.0,13202.1,3534.05
ORD-10185,2023-04-27,CUST-8761,Consumer,East,Technology,Accessories,PROD-378,4,636.0,0.1,2289.6,365.29
ORD-10186,2023-08-24,CUST-3772,Home Office,East,Technology,Phones,PROD-175,8,1235.86,0.1,8898.19,1656.15
ORD-10187,2023-02-21,CUST-9927,Consumer,Central,Office Supplies,Pens,PROD-201,3,866.99,0.3,1820.68,340.69
ORD-10188,2022-03-26,CUST-7471,Corporate,West,Office Supplies,Pens,PROD-728,2,925.0,0.1,1665.0,291.56
ORD-10189,2022-10-27,CUST-9234,Home Office,West,Furniture,Tables,PROD-913,5,207.93,0.1,935.68,169.97
ORD-10190,2022-12-02,CUST-6243,Home Office,East,Office Supplies,Pens,PROD-903,5,805.79,0.2,3223.16,508.34
ORD-10191,2022-11-30,CUST-7012,Consumer,South,Technology,Machines,PROD-593,5,137.39,0.0,686.95,94.73
ORD-10192,2023-02-24,CUST-7787,Corporate,East,Technology,Phones,PROD-449,3,1214.39,0.3,2550.22,325.99
ORD-10193,2022-11-08,CUST-9105,Consumer,West,Technology,Machines,PROD-135,7,1037.62,0.0,7263.34,698.34
ORD-10194,2022-05-21,CUST-8285,Consumer,West,Office Supplies,Pens,PROD-319,8,1232.84,0.0,9862.72,2054.28
ORD-10195,2023-11-13,CUST-7295,Consumer,West,Furniture,Tables,PROD-958,8,357.47,0.1,2573.78,360.83
ORD-10196,2022-05-26,CUST-6010,Corporate,East,Furniture,Tables,PROD-538,4,1111.34,0.3,3111.75,677.91
ORD-10197,2023-09-23,CUST-9853,Consumer,Central,Office Supplies,Paper,PROD-518,3,293.62,0.3,616.6,163.83
ORD-10198,2022-11-16,CUST-5358,Consumer,West,Technology,Machines,PROD-934,9,386.32,0.1,3129.19,267.37
ORD-10199,2022-10-07,CUST-3349,Home Office,South,Office Supplies,Binders,PROD-317,9,696.4,0.0,6267.6,338.17
ORD-10200,2023-11-07,CUST-1072,Consumer,Central,Office Supplies,Binders,PROD-169,4,1363.01,0.3,3816.43,806.5
ORD-10201,2023-06-01,CUST-3475,Home Office,South,Furniture,Bookcases,PROD-248,1,150.66,0.3,105.46,7.06
ORD-10202,2023-12-28,CUST-6291,Corporate,West,Office Supplies,Binders,PROD-308,3,1036.19,0.1,2797.71,608.14
ORD-10203,2023-03-18,CUST-4374,Consumer,Central,Technology,Accessories,PROD-307,4,697.21,0.3,1952.19,380.91
ORD-10204,2023-02-04,CUST-4719,Home Office,South,Office Supplies,Binders,PROD-641,7,662.9,0.3,3248.21,163.41
ORD-10205,2022-09-05,CUST-9555,Consumer,East,Furniture,Bookcases,PROD-385,8,629.01,0.1,4528.87,1350.15
ORD-10206,2023-04-05,CUST-3785,Consumer,West,Furniture,Tables,PROD-903,8,422.72,0.2,2705.41,720.1
ORD-10207,2023-03-25,CUST-6962,Home Office,South,Furniture,Bookcases,PROD-801,2,431.51,0.0,863.02,62.06
ORD-10208,2022-05-23,CUST-5437,Consumer,South,Technology,Accessories,PROD-589,7,920.86,0.1,5801.42,1623.52
ORD-10209,2022-08-04,CUST-8629,Corporate,Central,Technology,Phones,PROD-947,2,218.73,0.0,437.46,63.5
ORD-10210,2022-05-10,CUST-3978,Corporate,West,Technology,Accessories,PROD-887,5,167.33,0.2,669.32,62.5
ORD-10211,2022-06-13,CUST-9286,Corporate,East,Office Supplies,Binders,PROD-209,9,1242.6,0.0,11183.4,2969.23
ORD-10212,2022-01-25,CUST-6772,Consumer,West,Office Supplies,Binders,PROD-491,3,303.52,0.2,728.45,109.02
ORD-10213,2022-05-08,CUST-9734,Corporate,South,Furniture,Tables,PROD-757,4,783.86,0.0,3135.44,587.53
ORD-10214,2022-10-14,CUST-8154,Consumer,Central,Furniture,Bookcases,PROD-877,2,979.2,0.3,1370.88,193.57
ORD-10215,2023-04-08,CUST-9648,Home Office,Central,Furniture,Tables,PROD-198,2,752.67,0.0,1505.34,308.41
ORD-10216,2023-09-01,CUST-2638,Consumer,East,Furniture,Chairs,PROD-458,3,1184.91,0.2,2843.78,634.28
ORD-10217,2023-04-28,CUST-2549,Home Office,East,Furniture,Tables,PROD-697,5,667.82,0.3,2337.37,353.41
ORD-10218,2023-10-23,CUST-7793,Home Office,West,Furniture,Tables,PROD-987,5,410.44,0.1,1846.98,457.28
